,Period,Pair,Slope,Std_dev,start_time,end_time,Market_type,A_symbol,B_symbol
109,2024-05-27/2024-06-02,ADA/USDT,-0.00023144812041860508,0.004091634183956262,2024-05-27,2024-06-02 23:59:59.999999999,calm_market,ADA,USDT
110,2024-06-03/2024-06-09,ADA/USDT,-0.00025114584578997797,0.006213287378337555,2024-06-03,2024-06-09 23:59:59.999999999,volatile_market,ADA,USDT
111,2024-06-10/2024-06-16,ADA/USDT,-0.0004507698127377105,0.0058730816682455705,2024-06-10,2024-06-16 23:59:59.999999999,bear_market,ADA,USDT
112,2024-06-17/2024-06-23,ADA/USDT,-0.00024000853620452224,0.008321732995101503,2024-06-17,2024-06-23 23:59:59.999999999,volatile_market,ADA,USDT
113,2024-06-24/2024-06-30,ADA/USDT,0.00013818261632184397,0.006124032325161394,2024-06-24,2024-06-30 23:59:59.999999999,volatile_market,ADA,USDT
114,2024-07-01/2024-07-07,ADA/USDT,-0.001123604159171439,0.011074799558821813,2024-07-01,2024-07-07 23:59:59.999999999,bear_market,ADA,USDT
115,2024-07-08/2024-07-14,ADA/USDT,0.0012819231184594468,0.00846045948367887,2024-07-08,2024-07-14 23:59:59.999999999,bull_market,ADA,USDT
116,2024-07-15/2024-07-21,ADA/USDT,-0.00011815274976950994,0.00739402831048219,2024-07-15,2024-07-21 23:59:59.999999999,volatile_market,ADA,USDT
117,2024-07-22/2024-07-28,ADA/USDT,-0.00024103370416652832,0.006810999091493691,2024-07-22,2024-07-28 23:59:59.999999999,volatile_market,ADA,USDT
118,2024-07-29/2024-08-04,ADA/USDT,-0.0011010550803422308,0.008279948975474074,2024-07-29,2024-08-04 23:59:59.999999999,bear_market,ADA,USDT
119,2024-08-05/2024-08-11,ADA/USDT,0.0006930332893102627,0.013289182364272204,2024-08-05,2024-08-11 23:59:59.999999999,bull_market,ADA,USDT
120,2024-08-12/2024-08-18,ADA/USDT,-6.396107577362057e-05,0.007366421923673225,2024-08-12,2024-08-18 23:59:59.999999999,volatile_market,ADA,USDT
121,2024-08-19/2024-08-25,ADA/USDT,0.0011392089549575727,0.0067891175076105065,2024-08-19,2024-08-25 23:59:59.999999999,bull_market,ADA,USDT
122,2024-08-26/2024-09-01,ADA/USDT,-0.0005949121079815949,0.007776687165864756,2024-08-26,2024-09-01 23:59:59.999999999,bear_market,ADA,USDT
123,2024-09-02/2024-09-08,ADA/USDT,-1.4075656985011114e-05,0.007636347930426643,2024-09-02,2024-09-08 23:59:59.999999999,volatile_market,ADA,USDT
124,2024-09-09/2024-09-15,ADA/USDT,0.00025684721191809065,0.0057553508710893216,2024-09-09,2024-09-15 23:59:59.999999999,calm_market,ADA,USDT
125,2024-09-16/2024-09-22,ADA/USDT,0.0005270390192818319,0.005746142109643466,2024-09-16,2024-09-22 23:59:59.999999999,bull_market,ADA,USDT
126,2024-09-23/2024-09-29,ADA/USDT,0.0007930190338364446,0.005555482331364677,2024-09-23,2024-09-29 23:59:59.999999999,bull_market,ADA,USDT
127,2024-09-30/2024-10-06,ADA/USDT,-0.0005751629318426469,0.007292343430330832,2024-09-30,2024-10-06 23:59:59.999999999,bear_market,ADA,USDT
128,2024-10-07/2024-10-13,ADA/USDT,-5.575729791167701e-05,0.005343095328943663,2024-10-07,2024-10-13 23:59:59.999999999,calm_market,ADA,USDT
129,2024-10-14/2024-10-20,ADA/USDT,-0.0001069076610047635,0.007386984491693599,2024-10-14,2024-10-20 23:59:59.999999999,volatile_market,ADA,USDT
130,2024-10-21/2024-10-27,ADA/USDT,-0.0006814390112362706,0.006611178246345569,2024-10-21,2024-10-27 23:59:59.999999999,bear_market,ADA,USDT
131,2024-10-28/2024-11-03,ADA/USDT,-4.710575683748838e-06,0.006330285877990594,2024-10-28,2024-11-03 23:59:59.999999999,volatile_market,ADA,USDT
132,2024-11-04/2024-11-10,ADA/USDT,0.0036393086433116994,0.015487805347157683,2024-11-04,2024-11-10 23:59:59.999999999,bull_market,ADA,USDT
133,2024-11-11/2024-11-17,ADA/USDT,0.0017555569014580717,0.019298169737400946,2024-11-11,2024-11-17 23:59:59.999999999,bull_market,ADA,USDT
134,2024-11-18/2024-11-24,ADA/USDT,0.002701555630274359,0.018068119912961516,2024-11-18,2024-11-24 23:59:59.999999999,bull_market,ADA,USDT
135,2024-11-25/2024-12-01,ADA/USDT,0.0007808776208846762,0.013315296479020666,2024-11-25,2024-12-01 23:59:59.999999999,bull_market,ADA,USDT
136,2024-12-02/2024-12-08,ADA/USDT,8.258538197315331e-05,0.01568851181202607,2024-12-02,2024-12-08 23:59:59.999999999,volatile_market,ADA,USDT
137,2024-12-09/2024-12-15,ADA/USDT,0.0001660632817392268,0.015932491383521562,2024-12-09,2024-12-15 23:59:59.999999999,volatile_market,ADA,USDT
138,2024-12-16/2024-12-22,ADA/USDT,-0.0014976811596888028,0.01596841029669124,2024-12-16,2024-12-22 23:59:59.999999999,bear_market,ADA,USDT
139,2024-12-23/2024-12-29,ADA/USDT,-0.00025000792964146353,0.010185162746308811,2024-12-23,2024-12-29 23:59:59.999999999,volatile_market,ADA,USDT
140,2024-12-30/2025-01-05,ADA/USDT,0.0019634708917638617,0.010031164969946453,2024-12-30,2025-01-05 23:59:59.999999999,bull_market,ADA,USDT
141,2025-01-06/2025-01-12,ADA/USDT,-0.0008434364132943776,0.012605770974035195,2025-01-06,2025-01-12 23:59:59.999999999,bear_market,ADA,USDT
142,2025-01-13/2025-01-19,ADA/USDT,0.001017613814311476,0.013621888537774303,2025-01-13,2025-01-19 23:59:59.999999999,bull_market,ADA,USDT
143,2025-01-20/2025-01-26,ADA/USDT,-0.00026640075215520164,0.0109334408992605,2025-01-20,2025-01-26 23:59:59.999999999,volatile_market,ADA,USDT
144,2025-01-27/2025-02-02,ADA/USDT,-0.0002932632246560776,0.010447876273605008,2025-01-27,2025-02-02 23:59:59.999999999,bear_market,ADA,USDT
145,2025-02-03/2025-02-09,ADA/USDT,-0.0004917387768973344,0.022855531995637446,2025-02-03,2025-02-09 23:59:59.999999999,bear_market,ADA,USDT
146,2025-02-10/2025-02-16,ADA/USDT,0.0005773722303311106,0.010930258012294945,2025-02-10,2025-02-16 23:59:59.999999999,bull_market,ADA,USDT
147,2025-02-17/2025-02-23,ADA/USDT,-0.00011809860313220208,0.009777635600579605,2025-02-17,2025-02-23 23:59:59.999999999,volatile_market,ADA,USDT
148,2025-02-24/2025-03-02,ADA/USDT,0.00011625776660204327,0.029245757176709634,2025-02-24,2025-03-02 23:59:59.999999999,volatile_market,ADA,USDT
149,2025-03-03/2025-03-09,ADA/USDT,-0.0013147545834464953,0.021829824416152135,2025-03-03,2025-03-09 23:59:59.999999999,bear_market,ADA,USDT
150,2025-03-10/2025-03-16,ADA/USDT,0.00010123773178581262,0.012128410144504831,2025-03-10,2025-03-16 23:59:59.999999999,volatile_market,ADA,USDT
151,2025-03-17/2025-03-23,ADA/USDT,-6.15716944192022e-05,0.006957125164751763,2025-03-17,2025-03-23 23:59:59.999999999,volatile_market,ADA,USDT
152,2025-03-24/2025-03-30,ADA/USDT,-0.0006986987877146247,0.007095027994491283,2025-03-24,2025-03-30 23:59:59.999999999,bear_market,ADA,USDT
153,2025-03-31/2025-04-06,ADA/USDT,-0.00036317823094119447,0.010176620568332257,2025-03-31,2025-04-06 23:59:59.999999999,bear_market,ADA,USDT
154,2025-04-07/2025-04-13,ADA/USDT,0.0010078252029060803,0.014730122574394594,2025-04-07,2025-04-13 23:59:59.999999999,bull_market,ADA,USDT
155,2025-04-14/2025-04-20,ADA/USDT,-0.00013562780450939498,0.006391315176200397,2025-04-14,2025-04-20 23:59:59.999999999,volatile_market,ADA,USDT
156,2025-04-21/2025-04-27,ADA/USDT,0.0007892031984246932,0.007798004847798179,2025-04-21,2025-04-27 23:59:59.999999999,bull_market,ADA,USDT
157,2025-04-28/2025-05-04,ADA/USDT,-7.727846994530807e-05,0.007595518269607029,2025-04-28,2025-05-04 23:59:59.999999999,volatile_market,ADA,USDT
158,2025-05-05/2025-05-11,ADA/USDT,-0.00016967658261174298,0.007680286486802817,2025-05-05,2025-05-11 23:59:59.999999999,volatile_market,ADA,USDT
159,2024-05-06/2024-05-12,BNB/USDT,2.968374428012278e-05,0.00429409788884177,2024-05-06,2024-05-12 23:59:59.999999999,calm_market,BNB,USDT
160,2024-05-13/2024-05-19,BNB/USDT,-0.00011759565859673223,0.003942220881067631,2024-05-13,2024-05-19 23:59:59.999999999,calm_market,BNB,USDT
161,2024-05-20/2024-05-26,BNB/USDT,7.601416642339825e-05,0.005513578156434754,2024-05-20,2024-05-26 23:59:59.999999999,calm_market,BNB,USDT
162,2024-05-27/2024-06-02,BNB/USDT,-5.302755236687008e-05,0.002823035879955434,2024-05-27,2024-06-02 23:59:59.999999999,calm_market,BNB,USDT
163,2024-06-03/2024-06-09,BNB/USDT,0.0005374130610308429,0.006078350782514504,2024-06-03,2024-06-09 23:59:59.999999999,bull_market,BNB,USDT
164,2024-06-10/2024-06-16,BNB/USDT,-0.00034598896298599236,0.006885525295214517,2024-06-10,2024-06-16 23:59:59.999999999,bear_market,BNB,USDT
165,2024-06-17/2024-06-23,BNB/USDT,-0.00016241697194977348,0.004244441201680881,2024-06-17,2024-06-23 23:59:59.999999999,calm_market,BNB,USDT
166,2024-06-24/2024-06-30,BNB/USDT,4.109706830034915e-05,0.003983681192153106,2024-06-24,2024-06-30 23:59:59.999999999,calm_market,BNB,USDT
167,2024-07-01/2024-07-07,BNB/USDT,-0.0011710649426101426,0.008418378724794319,2024-07-01,2024-07-07 23:59:59.999999999,bear_market,BNB,USDT
168,2024-07-08/2024-07-14,BNB/USDT,0.00040578925918089033,0.00606407499397797,2024-07-08,2024-07-14 23:59:59.999999999,volatile_market,BNB,USDT
