,Period,Pair,Slope,Std_dev,start_time,end_time,Market_type,A_symbol,B_symbol
157,2025-04-28/2025-05-04,ADA/ETH,-0.0002469709742706177,0.0047231091425491215,2025-04-28,2025-05-04 23:59:59.999999999,calm_market,ADA,ETH
158,2025-05-05/2025-05-11,ADA/ETH,-0.00011899184123559507,0.003897329620202709,2025-05-05,2025-05-11 23:59:59.999999999,calm_market,ADA,ETH
159,2024-05-06/2024-05-12,BNB/ETH,0.000484505224107046,0.00347774108536587,2024-05-06,2024-05-12 23:59:59.999999999,bull_market,BNB,ETH
160,2024-05-13/2024-05-19,BNB/ETH,-0.0005873028489817479,0.0034387072184656332,2024-05-13,2024-05-19 23:59:59.999999999,bear_market,BNB,ETH
161,2024-05-20/2024-05-26,BNB/ETH,-0.0007239338801962723,0.00838049467144102,2024-05-20,2024-05-26 23:59:59.999999999,bear_market,BNB,ETH
162,2024-05-27/2024-06-02,BNB/ETH,0.0001396216165656092,0.002865204129651092,2024-05-27,2024-06-02 23:59:59.999999999,calm_market,BNB,ETH
163,2024-06-03/2024-06-09,BNB/ETH,0.0007575173946037977,0.005702898814163708,2024-06-03,2024-06-09 23:59:59.999999999,bull_market,BNB,ETH
164,2024-06-10/2024-06-16,BNB/ETH,-0.0002014616627722546,0.005185227853199234,2024-06-10,2024-06-16 23:59:59.999999999,calm_market,BNB,ETH
165,2024-06-17/2024-06-23,BNB/ETH,-0.00012057008976519122,0.0028400364707324988,2024-06-17,2024-06-23 23:59:59.999999999,calm_market,BNB,ETH
166,2024-06-24/2024-06-30,BNB/ETH,-5.188641986877155e-05,0.0027822064915544124,2024-06-24,2024-06-30 23:59:59.999999999,calm_market,BNB,ETH
167,2024-07-01/2024-07-07,BNB/ETH,3.618608910712024e-05,0.004654379732246721,2024-07-01,2024-07-07 23:59:59.999999999,calm_market,BNB,ETH
168,2024-07-08/2024-07-14,BNB/ETH,-6.4265649324243346e-06,0.0036937487834241525,2024-07-08,2024-07-14 23:59:59.999999999,calm_market,BNB,ETH
