fee_algo_name,lp_yield,density
FX_fee,25.67,0.02885893872616635
FX_fee,25.671643286573147,0.02962775040092805
FX_fee,25.673286573146296,0.030399405799195166
FX_fee,25.67492985971944,0.031176642948153994
FX_fee,25.676573146292586,0.03196260132235954
FX_fee,25.67821643286573,0.03276080807725731
FX_fee,25.67985971943888,0.03357515891734707
FX_fee,25.681503006012026,0.03440989374031278
FX_fee,25.68314629258517,0.03526956728628749
FX_fee,25.68478957915832,0.03615901510665958
FX_fee,25.686432865731465,0.0370833152480019
FX_fee,25.68807615230461,0.03804774612209379
FX_fee,25.689719438877756,0.03905774110107622
FX_fee,25.691362725450904,0.04011884043646373
FX_fee,25.69300601202405,0.0412366411505602
FX_fee,25.694649298597195,0.04241674558817406
FX_fee,25.696292585170344,0.04366470934433036
FX_fee,25.69793587174349,0.04498598929988463
FX_fee,25.699579158316634,0.046385892500855425
FX_fee,25.70122244488978,0.047869526609223105
FX_fee,25.70286573146293,0.049441752633046884
FX_fee,25.704509018036074,0.051107140612355564
FX_fee,25.70615230460922,0.05286992889528053
FX_fee,25.707795591182368,0.05473398758680413
FX_fee,25.709438877755513,0.05670278669171751
FX_fee,25.71108216432866,0.0587793694047889
FX_fee,25.712725450901804,0.06096633092586575
FX_fee,25.714368737474953,0.06326580309746653
FX_fee,25.716012024048098,0.0656794450781125
FX_fee,25.717655310621243,0.06820844017818974
FX_fee,25.719298597194392,0.07085349889722196
FX_fee,25.720941883767537,0.07361486811415241
FX_fee,25.722585170340682,0.07649234629633571
FX_fee,25.724228456913828,0.07948530450959969
FX_fee,25.725871743486977,0.0825927129326799
FX_fee,25.727515030060122,0.08581317250474915
FX_fee,25.729158316633267,0.08914495126638872
FX_fee,25.730801603206416,0.09258602489213393
FX_fee,25.73244488977956,0.09613412085825006
FX_fee,25.734088176352707,0.09978676564266432
FX_fee,25.735731462925852,0.10354133431519948
FX_fee,25.737374749499,0.10739510184697934
FX_fee,25.739018036072146,0.11134529544645239
FX_fee,25.74066132264529,0.11538914721823629
FX_fee,25.74230460921844,0.11952394643772304
FX_fee,25.743947895791585,0.12374709074098275
FX_fee,25.74559118236473,0.12805613554459264
FX_fee,25.747234468937876,0.13244884103345916
FX_fee,25.748877755511025,0.13692321608695654
FX_fee,25.75052104208417,0.14147755855321315
FX_fee,25.752164328657315,0.146110491328672
FX_fee,25.753807615230464,0.15082099375350005
FX_fee,25.75545090180361,0.15560842789341245
FX_fee,25.757094188376755,0.1604725593436188
FX_fee,25.7587374749499,0.16541357225975484
FX_fee,25.76038076152305,0.17043207839418056
FX_fee,25.762024048096194,0.17552911999147391
FX_fee,25.76366733466934,0.18070616647475524
FX_fee,25.765310621242488,0.1859651049322357
FX_fee,25.766953907815633,0.19130822449162718
FX_fee,25.76859719438878,0.1967381947466864
FX_fee,25.770240480961924,0.20225803847420218
FX_fee,25.771883767535073,0.20787109895139685
FX_fee,25.773527054108218,0.2135810022505605
FX_fee,25.775170340681363,0.21939161495050422
FX_fee,25.77681362725451,0.22530699776071061
FX_fee,25.778456913827657,0.23133135560560217
FX_fee,25.780100200400803,0.23746898475967362
FX_fee,25.781743486973948,0.24372421766234664
FX_fee,25.783386773547097,0.2501013660707116
FX_fee,25.785030060120242,0.25660466323149334
FX_fee,25.786673346693387,0.26323820576915885
FX_fee,25.788316633266533,0.27000589599476454
FX_fee,25.78995991983968,0.27691138534200244
FX_fee,25.791603206412827,0.28395801963084416
FX_fee,25.793246492985972,0.2911487868476623
FX_fee,25.79488977955912,0.29848626811199147
FX_fee,25.796533066132266,0.3059725924766449
FX_fee,25.79817635270541,0.3136093961786118
FX_fee,25.799819639278557,0.32139778692324816
FX_fee,25.801462925851705,0.3293383137455995
FX_fee,25.80310621242485,0.33743094294839593
FX_fee,25.804749498997996,0.3456750405683994
FX_fee,25.806392785571145,0.354069361769574
FX_fee,25.80803607214429,0.3626120475050623
FX_fee,25.809679358717435,0.3713006287288383
FX_fee,25.81132264529058,0.38013203837178394
FX_fee,25.81296593186373,0.38910263122781785
FX_fee,25.814609218436875,0.3982082118209384
FX_fee,25.81625250501002,0.40744407024597296
FX_fee,25.81789579158317,0.41680502589277435
FX_fee,25.819539078156314,0.4262854788766384
FX_fee,25.82118236472946,0.43587946890803825
FX_fee,25.822825651302605,0.44558074123993674
FX_fee,25.824468937875753,0.4553828192356477
FX_fee,25.8261122244489,0.46527908300148757
FX_fee,25.827755511022044,0.47526285343045394
FX_fee,25.829398797595193,0.4853274809041314
FX_fee,25.831042084168338,0.4954664378045223
FX_fee,25.832685370741483,0.5056734138947595
FX_fee,25.83432865731463,0.5159424135396565
FX_fee,25.835971943887778,0.5262678536576383
FX_fee,25.837615230460923,0.5366446612236635
FX_fee,25.839258517034068,0.5470683690834184
FX_fee,25.840901803607217,0.5575352087909033
FX_fee,25.842545090180362,0.568042199150011
FX_fee,25.844188376753507,0.5785872291250104
FX_fee,25.845831663326653,0.5891691337866387
FX_fee,25.8474749498998,0.599787761983572
FX_fee,25.849118236472947,0.6104440344710089
FX_fee,25.850761523046092,0.6211399912931254
FX_fee,25.85240480961924,0.6318788273012087
FX_fee,25.854048096192386,0.6426649147980884
FX_fee,25.85569138276553,0.6535038124286833
FX_fee,25.857334669338677,0.6644022595865016
FX_fee,25.858977955911826,0.6753681557757335
FX_fee,25.86062124248497,0.6864105245561971
FX_fee,25.862264529058116,0.6975394619019879
FX_fee,25.863907815631265,0.7087660690206058
FX_fee,25.86555110220441,0.7201023699071256
FX_fee,25.867194388777556,0.7315612141422997
FX_fee,25.8688376753507,0.7431561656808335
FX_fee,25.87048096192385,0.7549013786149913
FX_fee,25.872124248496995,0.7668114611317686
FX_fee,25.87376753507014,0.7789013291083777
