random_seed,AMM_fee,BA_fee,DA_fee,FX_fee,IMPROVED_AMM_fee,IMPROVED_BA_fee,IMPROVED_DA_fee,IMPROVED_FX_fee,IMPROVED_OB_fee,OB_fee
682,24.35,21.63,19.06,20.41,24.35,21.63,19.06,20.41,32.74,32.74
683,28.69,21.29,22.11,20.98,28.69,21.29,22.11,20.98,33.31,33.31
684,27.98,23.34,16.91,20.28,27.98,23.34,16.91,20.28,32.18,32.18
685,27.85,23.58,17.19,20.32,27.85,23.58,17.19,20.32,33.21,33.21
686,26.0,22.07,21.64,20.39,26.0,22.07,21.64,20.39,33.05,33.05
687,26.86,23.16,18.25,20.68,26.86,23.16,18.25,20.68,32.97,32.97
688,28.08,23.82,16.68,20.39,28.08,23.82,16.68,20.39,33.09,33.09
689,28.18,25.03,16.29,20.17,28.18,25.03,16.29,20.17,32.67,32.67
69,27.88,21.73,19.06,20.53,27.88,21.73,19.06,20.53,32.65,32.65
690,29.1,23.68,23.16,20.33,29.1,23.68,23.16,20.33,32.84,32.84
691,30.42,26.18,22.97,20.32,30.42,26.18,22.97,20.32,32.64,32.64
692,28.8,24.54,23.2,19.88,28.8,24.54,23.2,19.88,32.17,32.17
693,29.7,24.28,15.97,20.19,29.7,24.28,15.97,20.19,32.87,32.87
694,27.58,23.74,16.28,19.97,27.58,23.74,16.28,19.97,32.65,32.65
695,27.59,21.25,21.52,20.28,27.59,21.25,21.52,20.28,33.11,33.11
696,26.69,22.44,18.08,20.23,26.69,22.44,18.08,20.23,32.74,32.74
697,29.12,25.14,15.98,20.51,29.12,25.14,15.98,20.51,32.7,32.7
698,25.84,22.51,17.47,20.32,25.84,22.51,17.47,20.32,32.88,32.88
699,27.21,22.51,19.72,21.03,27.21,22.51,19.72,21.03,33.04,33.04
7,30.22,24.21,16.07,20.58,30.22,24.21,16.07,20.58,32.88,32.88
70,28.48,23.68,22.11,20.1,28.48,23.68,22.11,20.1,32.39,32.39
700,27.67,22.66,22.23,20.58,27.67,22.66,22.23,20.58,33.43,33.43
701,28.9,23.33,18.25,20.46,28.9,23.33,18.25,20.46,33.07,33.07
702,29.74,24.87,14.97,20.07,29.74,24.87,14.97,20.07,32.82,32.82
703,27.53,23.85,22.22,20.23,27.53,23.85,22.22,20.23,32.85,32.85
704,28.4,23.21,17.5,20.24,28.4,23.21,17.5,20.24,32.61,32.61
705,26.55,22.28,18.94,20.45,26.55,22.28,18.94,20.45,33.17,33.17
706,30.04,21.99,18.44,20.57,30.04,21.99,18.44,20.57,32.77,32.77
707,28.06,23.58,17.22,20.22,28.06,23.58,17.22,20.22,32.57,32.57
708,27.96,22.72,17.61,20.62,27.96,22.72,17.61,20.62,32.82,32.82
709,26.69,20.74,19.7,20.22,26.69,20.74,19.7,20.22,32.39,32.39
71,29.31,23.52,16.77,20.42,29.31,23.52,16.77,20.42,32.66,32.66
710,27.67,23.41,22.44,20.39,27.67,23.41,22.44,20.39,32.67,32.67
711,30.01,26.11,23.57,20.49,30.01,26.11,23.57,20.49,33.11,33.11
712,27.46,20.65,20.69,20.7,27.46,20.65,20.69,20.7,33.12,33.12
713,29.47,22.69,22.39,20.27,29.47,22.69,22.39,20.27,32.98,32.98
714,29.1,23.92,16.55,19.91,29.1,23.92,16.55,19.91,32.5,32.5
715,28.26,23.2,21.98,20.57,28.26,23.2,21.98,20.57,33.35,33.35
716,27.73,20.77,22.31,20.67,27.73,20.77,22.31,20.67,32.7,32.7
717,27.43,21.18,19.36,20.31,27.43,21.18,19.36,20.31,32.71,32.71
718,29.23,24.79,15.53,20.19,29.23,24.79,15.53,20.19,32.92,32.92
719,28.91,21.42,19.0,20.17,28.91,21.42,19.0,20.17,32.72,32.72
72,28.55,22.95,18.46,20.2,28.55,22.95,18.46,20.2,32.38,32.38
720,28.07,21.93,19.39,20.4,28.07,21.93,19.39,20.4,32.65,32.65
721,27.86,23.21,17.24,20.2,27.86,23.21,17.24,20.2,32.57,32.57
722,28.14,23.57,22.53,20.16,28.14,23.57,22.53,20.16,32.56,32.56
723,27.15,21.53,21.74,20.34,27.15,21.53,21.74,20.34,32.61,32.61
724,27.66,25.01,15.66,20.02,27.66,25.01,15.66,20.02,32.34,32.34
725,26.8,22.11,19.04,20.02,26.8,22.11,19.04,20.02,32.42,32.42
726,26.85,21.74,19.78,20.6,26.85,21.74,19.78,20.6,32.74,32.74
727,27.62,23.48,17.17,20.48,27.62,23.48,17.17,20.48,32.53,32.53
728,26.44,24.99,15.94,20.27,26.44,24.99,15.94,20.27,32.86,32.86
729,27.82,25.82,14.88,20.15,27.82,25.82,14.88,20.15,32.44,32.44
73,28.55,23.05,19.4,20.65,28.55,23.05,19.4,20.65,33.09,33.09
730,26.51,23.47,16.7,19.83,26.51,23.47,16.7,19.83,32.48,32.48
731,30.7,22.29,17.13,19.85,30.7,22.29,17.13,19.85,32.43,32.43
732,26.54,21.01,18.34,20.3,26.54,21.01,18.34,20.3,32.46,32.46
733,27.56,24.69,15.37,20.05,27.56,24.69,15.37,20.05,31.83,31.83
734,28.11,21.43,20.25,19.73,28.11,21.43,20.25,19.73,32.21,32.21
735,26.84,23.85,17.16,20.41,26.84,23.85,17.16,20.41,32.45,32.45
736,31.16,22.89,21.87,20.58,31.16,22.89,21.87,20.58,32.99,32.99
737,28.93,21.76,17.94,20.09,28.93,21.76,17.94,20.09,32.47,32.47
738,27.75,24.36,15.63,19.92,27.75,24.36,15.63,19.92,32.53,32.53
739,26.74,19.44,21.79,20.26,26.74,19.44,21.79,20.26,32.6,32.6
74,27.91,26.54,13.93,20.51,27.91,26.54,13.93,20.51,31.98,31.98
740,25.44,22.29,17.12,19.94,25.44,22.29,17.12,19.94,32.34,32.34
741,28.55,22.4,21.99,20.49,28.55,22.4,21.99,20.49,33.11,33.11
742,26.86,23.05,20.5,20.53,26.86,23.05,20.5,20.53,32.83,32.83
743,30.15,24.67,15.78,20.57,30.15,24.67,15.78,20.57,32.68,32.68
744,28.12,21.12,21.13,20.34,28.12,21.12,21.13,20.34,32.71,32.71
745,27.24,20.26,21.25,20.55,27.24,20.26,21.25,20.55,32.59,32.59
746,27.77,20.3,20.36,20.57,27.77,20.3,20.36,20.57,33.02,33.02
747,27.13,22.9,17.46,20.27,27.13,22.9,17.46,20.27,32.54,32.54
748,28.96,21.77,21.64,19.92,28.96,21.77,21.64,19.92,32.85,32.85
749,27.6,21.1,20.22,20.33,27.6,21.1,20.22,20.33,32.8,32.8
75,28.53,24.64,15.06,19.84,28.53,24.64,15.06,19.84,32.34,32.34
750,29.88,26.8,13.64,19.83,29.88,26.8,13.64,19.83,32.36,32.36
751,27.7,22.52,22.16,20.52,27.7,22.52,22.16,20.52,32.85,32.85
752,26.47,21.17,21.53,20.05,26.47,21.17,21.53,20.05,32.3,32.3
753,29.68,23.87,17.68,20.51,29.68,23.87,17.68,20.51,32.81,32.81
754,28.45,20.78,21.21,20.84,28.45,20.78,21.21,20.84,33.4,33.4
755,26.82,22.57,19.2,20.63,26.82,22.57,19.2,20.63,32.8,32.8
756,27.34,26.86,13.66,20.12,27.34,26.86,13.66,20.12,32.19,32.19
757,28.64,20.23,19.93,20.51,28.64,20.23,19.93,20.51,33.03,33.03
758,27.6,24.26,23.22,20.27,27.6,24.26,23.22,20.27,32.37,32.37
759,29.36,23.19,21.04,20.68,29.36,23.19,21.04,20.68,32.71,32.71
76,27.25,23.77,17.77,20.25,27.25,23.77,17.77,20.25,32.76,32.76
760,27.11,27.08,12.79,20.05,27.11,27.08,12.79,20.05,32.25,32.25
761,27.92,21.52,20.07,20.34,27.92,21.52,20.07,20.34,32.64,32.64
762,28.05,21.72,21.89,20.31,28.05,21.72,21.89,20.31,32.87,32.87
763,25.84,20.36,21.1,20.58,25.84,20.36,21.1,20.58,33.31,33.31
764,27.06,23.42,18.49,20.88,27.06,23.42,18.49,20.88,32.68,32.68
765,27.52,21.74,22.01,20.61,27.52,21.74,22.01,20.61,32.83,32.83
766,26.53,23.63,16.54,20.07,26.53,23.63,16.54,20.07,32.47,32.47
767,29.53,22.01,20.3,20.35,29.53,22.01,20.3,20.35,33.29,33.29
768,28.55,21.25,22.86,20.34,28.55,21.25,22.86,20.34,32.92,32.92
769,29.48,23.24,17.23,20.18,29.48,23.24,17.23,20.18,32.56,32.56
77,27.34,21.75,20.99,20.17,27.34,21.75,20.99,20.17,32.85,32.85
770,26.13,23.08,18.45,20.46,26.13,23.08,18.45,20.46,32.61,32.61
771,28.04,22.22,18.32,20.37,28.04,22.22,18.32,20.37,32.8,32.8
772,25.92,21.78,20.64,20.08,25.92,21.78,20.64,20.08,32.78,32.78
773,25.8,21.91,18.4,20.32,25.8,21.91,18.4,20.32,32.81,32.81
774,30.64,22.0,21.32,20.39,30.64,22.0,21.32,20.39,33.19,33.19
775,30.85,24.53,16.36,20.5,30.85,24.53,16.36,20.5,33.22,33.22
776,28.08,25.54,17.31,20.37,28.08,25.54,17.31,20.37,32.84,32.84
777,26.87,22.74,17.36,19.95,26.87,22.74,17.36,19.95,32.5,32.5
778,29.42,23.07,17.81,20.54,29.42,23.07,17.81,20.54,33.12,33.12
779,30.14,21.02,22.22,20.65,30.14,21.02,22.22,20.65,33.45,33.45
78,27.92,23.15,17.23,20.27,27.92,23.15,17.23,20.27,32.47,32.47
780,28.12,24.78,16.2,20.48,28.12,24.78,16.2,20.48,32.68,32.68
781,26.83,23.1,17.65,20.16,26.83,23.1,17.65,20.16,32.64,32.64
782,28.27,23.08,22.44,20.49,28.27,23.08,22.44,20.49,32.75,32.75
783,26.01,21.03,19.7,20.47,26.01,21.03,19.7,20.47,32.93,32.93
784,27.18,23.38,17.53,20.44,27.18,23.38,17.53,20.44,32.65,32.65
785,29.61,24.62,16.09,19.93,29.61,24.62,16.09,19.93,32.53,32.53
786,25.73,21.0,20.09,20.58,25.73,21.0,20.09,20.58,32.86,32.86
787,27.31,21.39,19.47,20.49,27.31,21.39,19.47,20.49,33.15,33.15
788,30.88,26.73,13.43,20.12,30.88,26.73,13.43,20.12,32.82,32.82
789,25.4,21.73,22.15,20.82,25.4,21.73,22.15,20.82,32.57,32.57
79,28.35,21.41,20.76,20.28,28.35,21.41,20.76,20.28,32.73,32.73
790,28.22,22.19,17.87,20.18,28.22,22.19,17.87,20.18,32.8,32.8
791,28.35,24.48,16.41,20.41,28.35,24.48,16.41,20.41,32.6,32.6
792,24.4,22.78,20.69,20.76,24.4,22.78,20.69,20.76,33.22,33.22
793,26.51,23.9,16.29,20.23,26.51,23.9,16.29,20.23,32.33,32.33
794,26.66,22.21,17.64,19.97,26.66,22.21,17.64,19.97,31.96,31.96
795,28.46,19.94,19.63,20.16,28.46,19.94,19.63,20.16,32.62,32.62
796,26.71,22.24,19.02,20.4,26.71,22.24,19.02,20.4,32.68,32.68
797,30.37,22.58,22.46,20.56,30.37,22.58,22.46,20.56,33.0,33.0
798,29.33,22.54,21.51,20.31,29.33,22.54,21.51,20.31,32.79,32.79
799,29.41,21.55,21.52,20.13,29.41,21.55,21.52,20.13,32.77,32.77
8,28.12,22.58,22.53,20.49,28.12,22.58,22.53,20.49,32.6,32.6
80,27.36,21.51,20.24,20.74,27.36,21.51,20.24,20.74,33.01,33.01
800,28.82,22.82,18.54,20.49,28.82,22.82,18.54,20.49,33.24,33.24
801,29.18,22.35,22.3,20.4,29.18,22.35,22.3,20.4,32.79,32.79
802,27.09,21.23,20.07,20.42,27.09,21.23,20.07,20.42,33.09,33.09
803,29.01,25.66,14.17,20.27,29.01,25.66,14.17,20.27,32.64,32.64
804,26.7,24.54,16.07,20.09,26.7,24.54,16.07,20.09,32.61,32.61
805,29.63,23.45,16.67,19.79,29.63,23.45,16.67,19.79,32.52,32.52
806,29.05,20.72,20.49,20.55,29.05,20.72,20.49,20.55,33.01,33.01
807,28.11,21.62,19.65,20.4,28.11,21.62,19.65,20.4,32.9,32.9
808,30.25,21.24,21.06,20.5,30.25,21.24,21.06,20.5,33.02,33.02
809,27.12,19.98,21.69,20.43,27.12,19.98,21.69,20.43,32.68,32.68
81,27.44,24.2,23.09,20.35,27.44,24.2,23.09,20.35,32.81,32.81
810,28.64,24.47,15.64,20.23,28.64,24.47,15.64,20.23,32.58,32.58
811,29.16,22.55,21.65,20.24,29.16,22.55,21.65,20.24,32.81,32.81
812,26.5,23.01,17.18,19.69,26.5,23.01,17.18,19.69,32.34,32.34
813,30.03,23.67,17.02,20.22,30.03,23.67,17.02,20.22,32.85,32.85
814,28.91,24.82,15.81,20.28,28.91,24.82,15.81,20.28,32.62,32.62
815,27.62,22.09,19.63,20.26,27.62,22.09,19.63,20.26,32.67,32.67
816,28.83,21.65,21.79,20.43,28.83,21.65,21.79,20.43,32.75,32.75
817,29.42,25.52,14.82,20.0,29.42,25.52,14.82,20.0,32.64,32.64
818,28.75,21.61,18.77,20.43,28.75,21.61,18.77,20.43,33.09,33.09
819,27.97,20.97,20.02,20.51,27.97,20.97,20.02,20.51,32.83,32.83
82,29.0,24.16,22.83,20.08,29.0,24.16,22.83,20.08,32.75,32.75
820,27.36,24.48,15.78,20.12,27.36,24.48,15.78,20.12,32.69,32.69
821,26.69,22.43,18.68,20.3,26.69,22.43,18.68,20.3,32.63,32.63
822,28.38,20.95,20.67,20.91,28.38,20.95,20.67,20.91,33.13,33.13
823,28.92,22.09,20.94,20.18,28.92,22.09,20.94,20.18,32.87,32.87
824,28.7,23.8,22.18,20.21,28.7,23.8,22.18,20.21,32.7,32.7
825,27.48,20.68,19.87,19.89,27.48,20.68,19.87,19.89,32.56,32.56
826,26.68,22.67,18.42,20.31,26.68,22.67,18.42,20.31,32.78,32.78
827,28.51,20.68,21.8,20.84,28.51,20.68,21.8,20.84,32.99,32.99
828,26.97,21.52,20.32,20.83,26.97,21.52,20.32,20.83,33.21,33.21
829,27.52,21.28,20.0,20.25,27.52,21.28,20.0,20.25,32.89,32.89
83,29.72,25.56,15.38,20.26,29.72,25.56,15.38,20.26,32.45,32.45
830,29.07,21.0,20.61,20.64,29.07,21.0,20.61,20.64,32.71,32.71
831,27.83,20.67,21.2,20.45,27.83,20.67,21.2,20.45,32.95,32.95
832,29.27,20.67,20.9,20.75,29.27,20.67,20.9,20.75,33.19,33.19
833,28.22,23.03,18.04,20.28,28.22,23.03,18.04,20.28,32.6,32.6
834,28.22,22.73,22.31,20.8,28.22,22.73,22.31,20.8,32.97,32.97
835,28.44,22.26,21.66,20.53,28.44,22.26,21.66,20.53,32.91,32.91
836,27.98,23.01,21.32,20.4,27.98,23.01,21.32,20.4,32.81,32.81
837,28.16,24.68,16.02,20.42,28.16,24.68,16.02,20.42,32.73,32.73
838,25.99,21.54,19.27,20.53,25.99,21.54,19.27,20.53,33.14,33.14
839,26.93,22.21,18.63,20.25,26.93,22.21,18.63,20.25,32.61,32.61
84,27.37,23.28,18.21,20.65,27.37,23.28,18.21,20.65,33.46,33.46
840,25.78,19.52,21.27,20.26,25.78,19.52,21.27,20.26,32.81,32.81
841,28.3,25.11,15.02,19.95,28.3,25.11,15.02,19.95,32.57,32.57
842,29.1,21.94,21.45,19.69,29.1,21.94,21.45,19.69,32.22,32.22
843,28.28,22.16,18.96,20.37,28.28,22.16,18.96,20.37,33.06,33.06
844,28.52,22.77,21.03,20.33,28.52,22.77,21.03,20.33,32.7,32.7
845,25.97,24.09,16.09,20.13,25.97,24.09,16.09,20.13,32.2,32.2
846,28.95,28.96,10.62,19.91,28.95,28.96,10.62,19.91,32.04,32.04
847,28.7,23.12,19.72,20.62,28.7,23.12,19.72,20.62,32.86,32.86
848,27.55,23.33,18.12,20.38,27.55,23.33,18.12,20.38,32.9,32.9
849,29.17,22.53,18.02,20.31,29.17,22.53,18.02,20.31,32.44,32.44
85,28.55,23.81,22.29,20.39,28.55,23.81,22.29,20.39,32.59,32.59
850,26.89,23.49,16.8,19.85,26.89,23.49,16.8,19.85,32.47,32.47
851,28.1,20.79,20.34,20.54,28.1,20.79,20.34,20.54,32.89,32.89
852,26.74,21.71,21.52,20.65,26.74,21.71,21.52,20.65,33.34,33.34
853,28.56,21.11,21.47,20.5,28.56,21.11,21.47,20.5,32.97,32.97
854,30.07,25.4,14.38,19.91,30.07,25.4,14.38,19.91,32.28,32.28
855,30.79,24.17,22.91,20.53,30.79,24.17,22.91,20.53,32.97,32.97
856,29.11,23.01,17.75,20.4,29.11,23.01,17.75,20.4,32.72,32.72
857,28.73,22.74,21.87,19.93,28.73,22.74,21.87,19.93,32.6,32.6
858,27.95,23.17,17.22,20.29,27.95,23.17,17.22,20.29,32.31,32.31
859,27.75,23.06,17.3,20.26,27.75,23.06,17.3,20.26,32.44,32.44
86,26.56,22.03,18.16,20.48,26.56,22.03,18.16,20.48,32.92,32.92
860,29.47,22.18,18.67,20.08,29.47,22.18,18.67,20.08,32.28,32.28
861,29.21,25.33,15.13,20.41,29.21,25.33,15.13,20.41,32.75,32.75
862,30.52,26.17,13.78,19.89,30.52,26.17,13.78,19.89,32.68,32.68
863,25.15,21.91,19.03,20.53,25.15,21.91,19.03,20.53,32.81,32.81
864,25.9,23.52,15.82,20.03,25.9,23.52,15.82,20.03,32.35,32.35
865,27.78,22.82,18.04,20.18,27.78,22.82,18.04,20.18,32.77,32.77
866,28.13,20.41,20.51,20.27,28.13,20.41,20.51,20.27,32.61,32.61
867,29.97,23.72,23.67,20.55,29.97,23.72,23.67,20.55,32.94,32.94
868,29.83,20.76,21.29,20.38,29.83,20.76,21.29,20.38,32.71,32.71
869,28.02,23.14,17.24,20.05,28.02,23.14,17.24,20.05,32.61,32.61
87,29.93,28.27,12.8,20.68,29.93,28.27,12.8,20.68,32.78,32.78
870,29.45,23.21,16.49,19.69,29.45,23.21,16.49,19.69,32.74,32.74
871,29.01,22.73,22.12,20.63,29.01,22.73,22.12,20.63,32.99,32.99
872,27.81,23.33,17.96,20.51,27.81,23.33,17.96,20.51,32.73,32.73
873,28.78,22.49,18.49,20.35,28.78,22.49,18.49,20.35,32.95,32.95
874,26.77,21.54,19.66,20.52,26.77,21.54,19.66,20.52,32.89,32.89
875,27.37,20.52,20.31,20.65,27.37,20.52,20.31,20.65,33.04,33.04
876,26.06,23.35,16.99,20.27,26.06,23.35,16.99,20.27,32.36,32.36
877,28.52,22.85,17.16,19.97,28.52,22.85,17.16,19.97,32.05,32.05
878,28.49,21.72,21.64,20.54,28.49,21.72,21.64,20.54,33.13,33.13
879,27.21,21.56,21.41,20.53,27.21,21.56,21.41,20.53,32.59,32.59
88,25.91,21.05,18.39,20.03,25.91,21.05,18.39,20.03,32.6,32.6
880,25.16,22.99,18.63,20.74,25.16,22.99,18.63,20.74,32.74,32.74
881,28.73,23.17,16.62,19.85,28.73,23.17,16.62,19.85,32.52,32.52
882,26.75,20.17,20.89,20.61,26.75,20.17,20.89,20.61,33.17,33.17
883,26.5,20.82,21.78,20.22,26.5,20.82,21.78,20.22,32.5,32.5
884,27.02,20.22,21.46,20.38,27.02,20.22,21.46,20.38,32.67,32.67
885,28.65,26.58,13.54,20.21,28.65,26.58,13.54,20.21,32.74,32.74
886,29.81,25.91,14.58,20.06,29.81,25.91,14.58,20.06,32.55,32.55
887,27.95,23.39,18.13,20.58,27.95,23.39,18.13,20.58,32.67,32.67
888,29.51,24.64,15.67,19.98,29.51,24.64,15.67,19.98,32.55,32.55
889,27.25,20.91,21.24,20.58,27.25,20.91,21.24,20.58,33.21,33.21
89,27.55,19.84,20.97,20.86,27.55,19.84,20.97,20.86,32.99,32.99
890,25.29,21.42,19.2,20.52,25.29,21.42,19.2,20.52,32.92,32.92
891,27.98,21.1,20.62,20.65,27.98,21.1,20.62,20.65,33.16,33.16
892,28.9,20.42,20.71,20.11,28.9,20.42,20.71,20.11,32.56,32.56
893,27.84,21.94,21.58,20.27,27.84,21.94,21.58,20.27,32.98,32.98
894,28.7,23.31,16.95,20.05,28.7,23.31,16.95,20.05,33.05,33.05
895,29.07,22.04,18.97,20.44,29.07,22.04,18.97,20.44,32.79,32.79
896,28.44,23.0,18.08,20.56,28.44,23.0,18.08,20.56,32.92,32.92
897,27.67,24.0,15.84,19.84,27.67,24.0,15.84,19.84,32.72,32.72
898,26.44,22.83,16.59,19.8,26.44,22.83,16.59,19.8,32.17,32.17
899,28.85,24.11,16.26,20.12,28.85,24.11,16.26,20.12,32.59,32.59
9,28.38,24.54,16.27,20.28,28.38,24.54,16.27,20.28,32.75,32.75
90,27.8,25.49,14.85,20.09,27.8,25.49,14.85,20.09,32.46,32.46
900,27.44,23.85,22.85,20.84,27.44,23.85,22.85,20.84,32.98,32.98
901,26.61,23.1,17.27,20.05,26.61,23.1,17.27,20.05,32.35,32.35
902,28.96,22.26,18.49,20.41,28.96,22.26,18.49,20.41,32.83,32.83
903,27.43,19.71,20.74,20.13,27.43,19.71,20.74,20.13,32.75,32.75
904,26.53,22.12,17.95,20.03,26.53,22.12,17.95,20.03,32.59,32.59
905,27.02,21.95,20.35,20.86,27.02,21.95,20.35,20.86,33.17,33.17
906,28.92,22.58,17.38,20.05,28.92,22.58,17.38,20.05,32.92,32.92
907,28.09,23.65,16.81,20.23,28.09,23.65,16.81,20.23,33.05,33.05
908,28.13,26.66,13.73,19.96,28.13,26.66,13.73,19.96,32.56,32.56
909,26.68,20.53,19.3,20.25,26.68,20.53,19.3,20.25,32.7,32.7
91,27.15,21.71,19.54,20.15,27.15,21.71,19.54,20.15,32.55,32.55
910,26.84,20.74,19.1,20.22,26.84,20.74,19.1,20.22,32.6,32.6
911,28.98,23.84,17.36,20.48,28.98,23.84,17.36,20.48,32.57,32.57
912,29.31,21.27,21.52,20.59,29.31,21.27,21.52,20.59,32.67,32.67
913,27.36,20.3,22.41,20.61,27.36,20.3,22.41,20.61,32.85,32.85
914,29.1,21.73,19.94,20.65,29.1,21.73,19.94,20.65,32.87,32.87
915,28.19,22.27,18.3,20.26,28.19,22.27,18.3,20.26,32.86,32.86
916,27.11,21.91,22.23,20.35,27.11,21.91,22.23,20.35,32.85,32.85
917,26.97,23.25,20.4,20.42,26.97,23.25,20.4,20.42,32.87,32.87
918,31.09,23.56,22.57,20.41,31.09,23.56,22.57,20.41,32.82,32.82
919,28.1,23.87,16.38,20.23,28.1,23.87,16.38,20.23,32.77,32.77
92,28.07,22.44,17.49,20.06,28.07,22.44,17.49,20.06,32.4,32.4
920,29.43,22.42,16.92,19.82,29.43,22.42,16.92,19.82,32.83,32.83
921,28.46,24.16,17.21,20.3,28.46,24.16,17.21,20.3,32.77,32.77
922,27.52,22.35,17.89,20.35,27.52,22.35,17.89,20.35,32.73,32.73
923,27.75,20.66,21.14,20.45,27.75,20.66,21.14,20.45,32.9,32.9
924,30.22,23.79,22.48,19.72,30.22,23.79,22.48,19.72,32.53,32.53
925,26.9,21.07,18.75,20.04,26.9,21.07,18.75,20.04,32.66,32.66
926,27.33,19.81,20.38,20.54,27.33,19.81,20.38,20.54,32.95,32.95
927,29.87,25.05,22.77,20.63,29.87,25.05,22.77,20.63,33.11,33.11
928,26.0,20.43,21.02,20.79,26.0,20.43,21.02,20.79,32.32,32.32
929,27.52,20.65,19.66,20.38,27.52,20.65,19.66,20.38,32.96,32.96
93,29.02,22.2,17.97,20.49,29.02,22.2,17.97,20.49,32.89,32.89
930,29.74,25.8,14.39,20.04,29.74,25.8,14.39,20.04,32.6,32.6
931,27.66,21.96,19.7,20.18,27.66,21.96,19.7,20.18,32.4,32.4
932,29.48,22.57,21.85,20.42,29.48,22.57,21.85,20.42,32.88,32.88
933,28.3,24.32,16.95,20.22,28.3,24.32,16.95,20.22,32.62,32.62
934,27.23,21.64,19.06,20.31,27.23,21.64,19.06,20.31,32.64,32.64
935,29.43,20.19,21.7,20.71,29.43,20.19,21.7,20.71,33.05,33.05
936,29.01,22.07,21.04,20.71,29.01,22.07,21.04,20.71,32.99,32.99
937,31.09,22.64,20.73,20.55,31.09,22.64,20.73,20.55,32.8,32.8
938,27.25,20.46,20.36,20.45,27.25,20.46,20.36,20.45,33.08,33.08
939,30.32,20.77,21.31,20.34,30.32,20.77,21.31,20.34,32.86,32.86
94,27.79,23.22,17.08,20.22,27.79,23.22,17.08,20.22,32.71,32.71
940,28.37,21.32,20.64,20.57,28.37,21.32,20.64,20.57,32.71,32.71
941,26.51,21.51,19.79,20.43,26.51,21.51,19.79,20.43,32.55,32.55
942,28.13,23.26,17.23,20.43,28.13,23.26,17.23,20.43,32.74,32.74
943,27.11,21.1,21.65,20.27,27.11,21.1,21.65,20.27,32.69,32.69
944,27.51,24.49,16.16,20.65,27.51,24.49,16.16,20.65,33.06,33.06
945,29.29,22.84,21.92,20.42,29.29,22.84,21.92,20.42,32.58,32.58
946,27.32,21.35,22.0,20.19,27.32,21.35,22.0,20.19,32.45,32.45
947,27.79,22.32,19.26,20.58,27.79,22.32,19.26,20.58,32.7,32.7
948,26.65,21.17,21.2,20.51,26.65,21.17,21.2,20.51,32.94,32.94
949,27.31,19.86,21.03,20.13,27.31,19.86,21.03,20.13,32.28,32.28
95,27.02,24.48,17.03,20.67,27.02,24.48,17.03,20.67,32.69,32.69
950,26.19,22.07,18.57,20.03,26.19,22.07,18.57,20.03,32.5,32.5
951,28.27,22.18,22.66,20.59,28.27,22.18,22.66,20.59,32.8,32.8
952,28.59,23.42,17.53,20.37,28.59,23.42,17.53,20.37,33.09,33.09
953,28.64,22.27,19.58,20.58,28.64,22.27,19.58,20.58,32.96,32.96
954,24.81,20.91,19.33,20.02,24.81,20.91,19.33,20.02,32.76,32.76
955,28.06,22.18,19.11,20.56,28.06,22.18,19.11,20.56,33.06,33.06
956,28.46,22.69,22.54,20.23,28.46,22.69,22.54,20.23,32.87,32.87
957,27.19,23.8,16.88,20.33,27.19,23.8,16.88,20.33,32.83,32.83
958,26.31,23.66,17.84,20.34,26.31,23.66,17.84,20.34,32.74,32.74
959,25.57,19.28,21.04,20.59,25.57,19.28,21.04,20.59,32.91,32.91
96,28.23,22.56,18.28,20.5,28.23,22.56,18.28,20.5,32.96,32.96
960,28.25,21.63,19.31,20.49,28.25,21.63,19.31,20.49,32.88,32.88
961,28.25,24.02,17.17,20.61,28.25,24.02,17.17,20.61,32.91,32.91
962,28.94,22.78,18.0,20.11,28.94,22.78,18.0,20.11,32.43,32.43
963,27.82,20.2,19.17,20.17,27.82,20.2,19.17,20.17,32.4,32.4
964,27.05,22.01,18.67,20.3,27.05,22.01,18.67,20.31,32.76,32.76
965,26.88,20.33,20.99,20.42,26.88,20.33,20.99,20.42,32.86,32.86
966,25.24,21.49,21.79,20.51,25.24,21.49,21.79,20.51,32.76,32.76
967,28.45,24.31,17.0,20.39,28.45,24.31,17.0,20.39,32.76,32.76
968,25.39,21.18,21.99,20.86,25.39,21.18,21.99,20.86,32.9,32.9
969,26.82,22.27,22.26,20.08,26.82,22.27,22.26,20.08,32.27,32.27
97,27.86,24.75,15.58,20.26,27.86,24.75,15.58,20.26,32.33,32.33
970,27.42,23.01,18.39,20.44,27.42,23.01,18.39,20.44,32.95,32.95
971,25.49,20.67,19.39,20.16,25.49,20.67,19.39,20.16,32.52,32.52
972,29.89,21.23,19.38,20.44,29.89,21.23,19.38,20.44,32.67,32.67
973,28.61,20.9,21.28,20.46,28.61,20.9,21.28,20.46,33.08,33.08
974,27.49,21.74,21.75,20.27,27.49,21.74,21.75,20.27,32.14,32.14
975,26.58,22.57,21.5,20.46,26.58,22.57,21.5,20.46,32.42,32.42
976,29.38,22.66,22.39,20.51,29.38,22.66,22.39,20.51,33.08,33.08
977,26.28,21.37,20.62,20.53,26.28,21.37,20.62,20.53,32.96,32.96
978,27.35,23.85,16.85,20.02,27.35,23.85,16.85,20.02,32.75,32.75
979,26.45,22.34,18.23,20.23,26.45,22.34,18.23,20.23,32.48,32.48
